src,dst,count,month,avg_fare
South Jamaica,Upper West Side North,6,1,68.39
South Ozone Park,Columbia Street,2,1,59.46
Starrett City,East New York,2,1,8.3
Steinway,Midtown North,28,1,30.37964285714286
Steinway,Upper East Side North,73,1,29.904520547945207
Sunset Park West,Carroll Gardens,34,1,10.75529411764706
Sutton Place/Turtle Bay North,Chinatown,301,1,22.45295681063122
Two Bridges/Seward Park,Homecrest,3,1,35.699999999999996
UN/Turtle Bay South,Boerum Hill,145,1,28.71365517241379
UN/Turtle Bay South,University Heights/Morris Heights,5,1,33.472
Union Sq,Brighton Beach,14,1,52.94214285714286
Union Sq,Forest Park/Highland Park,3,1,43.526666666666664
University Heights/Morris Heights,Van Cortlandt Park,1,1,14.8
Upper West Side North,Little Italy/NoLiTa,185,1,29.15432432432432
Upper West Side South,LaGuardia Airport,1786,1,44.95736842105266
Van Cortlandt Village,Belmont,1,1,9.8
Washington Heights North,Bronx Park,1,1,43.3
Washington Heights South,Co-Op City,6,1,31.55
West Village,Ridgewood,181,1,32.07071823204419
Williamsburg (South Side),South Williamsburg,123,1,7.733089430894309
Windsor Terrace,Lenox Hill East,2,1,31.3
World Trade Center,Kew Gardens Hills,11,1,52.3590909090909
Yorkville East,Arrochar/Fort Wadsworth,1,1,70.88
Yorkville East,Co-Op City,4,1,33.175
Yorkville East,East Flatbush/Remsen Village,7,1,49.16285714285714
Yorkville East,Marine Park/Mill Basin,3,1,62.94333333333333
Yorkville East,Rego Park,39,1,33.33974358974359
Yorkville West,Longwood,50,1,18.131
Alphabet City,Hamilton Heights,47,1,33.715319148936175
Alphabet City,Midtown Center,257,1,17.004124513618674
Astoria,Manhattan Valley,24,1,28.68541666666667
Bath Beach,Lower East Side,1,1,34.3
Battery Park,Upper West Side North,7,1,32.31285714285714
Battery Park City,Arrochar/Fort Wadsworth,2,1,85.45500000000001
Bedford Park,Norwood,5,1,9.0
Bensonhurst East,Sunset Park East,1,1,18.35
Bloomingdale,Flatiron,93,1,24.264731182795703
Boerum Hill,Prospect Park,37,1,13.506756756756756
Brooklyn Navy Yard,Kips Bay,1,1,20.3
Brooklyn Navy Yard,Midtown East,2,1,30.38
Bushwick North,Bronxdale,1,1,55.8
Bushwick North,Rosedale,1,1,50.3
Central Harlem,Allerton/Pelham Gardens,5,1,33.6
Central Park,Ridgewood,15,1,35.919999999999995
Clinton Hill,Red Hook,13,1,18.14769230769231
Clinton Hill,South Ozone Park,1,1,45.3
Co-Op City,NA,2,1,51.3
Columbia Street,LaGuardia Airport,8,1,44.71
Crotona Park East,West Farms/Bronx River,5,1,8.790000000000001
Downtown Brooklyn/MetroTech,Prospect-Lefferts Gardens,61,1,17.191639344262295
Downtown Brooklyn/MetroTech,Williamsburg (South Side),168,1,14.662857142857145
East Chelsea,Lincoln Square East,3984,1,12.712402108433796
East Chelsea,Parkchester,22,1,43.11454545454546
East Concourse/Concourse Village,Sutton Place/Turtle Bay North,1,1,20.3
East Harlem South,Jamaica,13,1,46.55692307692308
East Village,Pelham Bay,9,1,50.61
East Williamsburg,Canarsie,3,1,25.650000000000002
East Williamsburg,Long Island City/Queens Plaza,12,1,20.41416666666667
Elmhurst,Oakland Gardens,1,1,25.3
Elmhurst/Maspeth,Little Italy/NoLiTa,14,1,27.55285714285714
Financial District North,Hudson Sq,640,1,12.45804687499999
Financial District South,East Concourse/Concourse Village,7,1,40.71142857142856
Flatiron,Van Cortlandt Village,21,1,43.817142857142855
Garment District,Jamaica,26,1,49.35346153846154
Glendale,Williamsbridge/Olinville,1,1,56.34
Gramercy,Gramercy,10654,1,8.170690820349057
Greenpoint,Manhattanville,1,1,53.81
Greenwich Village North,LaGuardia Airport,837,1,45.98151732377542
Greenwich Village South,LaGuardia Airport,342,1,44.09742690058479
Greenwich Village South,Times Sq/Theatre District,2913,1,15.18211122554075
Hunts Point,Parkchester,3,1,12.616666666666667
JFK Airport,Prospect-Lefferts Gardens,1095,1,44.81450228310508
Jackson Heights,Elmhurst,365,1,9.334246575342465
Jackson Heights,Inwood,2,1,49.385000000000005
Jackson Heights,Yorkville West,14,1,26.910714285714285
Kensington,West Chelsea/Hudson Yards,2,1,26.505
Kensington,West Village,2,1,31.405
Kew Gardens,Upper East Side North,1,1,75.84
Kew Gardens Hills,Midtown East,3,1,40.34
Kips Bay,Columbia Street,19,1,27.31947368421052
LaGuardia Airport,Randalls Island,45,1,38.03955555555555
Lenox Hill West,Bellerose,1,1,62.31
Lenox Hill West,Upper East Side North,22874,1,8.270623852408596
Lincoln Square East,Manhattanville,487,1,17.75108829568787
Lincoln Square East,Seaport,153,1,27.66673202614379
Lincoln Square West,Queens Village,1,1,50.8
Long Island City/Queens Plaza,Midtown South,84,1,19.582261904761907
Lower East Side,Downtown Brooklyn/MetroTech,666,1,14.159474474474463
Madison,Morningside Heights,1,1,24.75
Manhattanville,Melrose South,20,1,14.038000000000002
Manhattanville,Penn Station/Madison Sq West,52,1,25.482307692307696
Meatpacking/West Village West,Mott Haven/Port Morris,19,1,33.08578947368421
Middle Village,Maspeth,4,1,7.675000000000001
Midtown East,Bedford,193,1,31.990207253886
Midtown North,Midtown South,6538,1,10.919938819210724
Midtown South,Flatiron,4661,1,9.011872988629104
Morningside Heights,Norwood,10,1,33.352
NV,West Village,369,1,15.208211382113817
Park Slope,Lincoln Square West,14,1,34.487142857142864
Parkchester,Washington Heights South,1,1,34.8
Prospect Heights,Flatiron,12,1,24.988333333333333
Prospect Heights,Williamsburg (North Side),30,1,19.114
Prospect Park,Alphabet City,1,1,23.3
Prospect Park,Marine Park/Mill Basin,2,1,23.3
Prospect Park,SoHo,2,1,21.3
Prospect Park,Upper East Side South,1,1,36.08
Queensbridge/Ravenswood,Midtown South,21,1,21.402857142857147
Rego Park,Jackson Heights,27,1,13.489629629629631
Rego Park,Jamaica Estates,4,1,23.2025
Ridgewood,DUMBO/Vinegar Hill,1,1,23.3
Roosevelt Island,Forest Hills,1,1,32.8
Seaport,Elmhurst,10,1,31.486
SoHo,Coney Island,1,1,42.3
Soundview/Bruckner,Soundview/Bruckner,30,1,25.06866666666667
Soundview/Castle Hill,Central Park,1,1,20.3
Springfield Gardens South,Crown Heights South,2,1,33.8
Steinway,Bedford,7,1,28.472857142857148
Stuy Town/Peter Cooper Village,Clinton West,104,1,19.314711538461538
Stuy Town/Peter Cooper Village,Lenox Hill West,347,1,15.166051873198844
Stuyvesant Heights,Red Hook,4,1,22.244999999999997
Sutton Place/Turtle Bay North,SoHo,582,1,19.731048109965617
Times Sq/Theatre District,Baisley Park,50,1,56.2164
Union Sq,Erasmus,49,1,35.78938775510204
Union Sq,Lincoln Square East,3622,1,17.185281612368854
Upper East Side North,Glendale,16,1,34.47687499999999
Upper East Side North,Washington Heights South,787,1,24.81697585768744
Upper East Side South,Bayside,8,1,57.81875
Upper East Side South,Marble Hill,4,1,31.674999999999997
Upper West Side North,Queensboro Hill,3,1,50.26333333333334
Upper West Side South,Springfield Gardens North,2,1,90.4
Van Nest/Morris Park,Mount Hope,1,1,14.3
Washington Heights North,Greenwich Village North,2,1,39.33
Washington Heights North,Midtown East,6,1,33.986666666666665
Washington Heights South,Newark Airport,8,1,111.01625000000001
West Chelsea/Hudson Yards,Hamilton Heights,291,1,26.19573883161511
West Concourse,Greenwich Village North,1,1,32.8
West Concourse,Schuylerville/Edgewater Park,1,1,29.16
West Concourse,Spuyten Duyvil/Kingsbridge,2,1,18.57
West Village,Arrochar/Fort Wadsworth,8,1,67.26875
Yorkville East,Auburndale,1,1,53.15
Yorkville East,Boerum Hill,32,1,33.7671875
Yorkville East,Crotona Park East,6,1,27.486666666666668
Yorkville East,Washington Heights North,172,1,25.152499999999996
Yorkville West,Bushwick South,58,1,36.68155172413793
Bedford,Red Hook,7,1,20.982857142857142
Bedford Park,Van Cortlandt Village,5,1,6.9
Bensonhurst West,Coney Island,1,1,19.3
Boerum Hill,Brighton Beach,4,1,40.1525
Brooklyn Navy Yard,Astoria,1,1,25.3
Bushwick South,Clinton Hill,78,1,13.149871794871796
Carroll Gardens,Homecrest,2,1,41.98
Central Harlem,Midtown Center,336,1,19.308333333333323
Central Harlem North,Belmont,6,1,21.686666666666667
Central Harlem North,Flatbush/Ditmas Park,5,1,61.424
Central Harlem North,LaGuardia Airport,105,1,33.73657142857143
Central Park,Meatpacking/West Village West,484,1,21.85378099173553
Chinatown,Greenwich Village South,448,1,10.32819196428571
Clinton East,Long Island City/Queens Plaza,262,1,19.88309160305343
Clinton West,Gowanus,11,1,33.88272727272727
Cobble Hill,Battery Park City,67,1,20.295820895522386
College Point,Maspeth,1,1,25.3
Columbia Street,Manhattan Valley,1,1,47.16
Crown Heights South,Clinton West,1,1,31.3
Cypress Hills,South Jamaica,1,1,64.11
DUMBO/Vinegar Hill,Greenwich Village South,50,1,16.323400000000003
Downtown Brooklyn/MetroTech,College Point,2,1,43.3
Downtown Brooklyn/MetroTech,South Williamsburg,37,1,12.346216216216217
East Concourse/Concourse Village,Times Sq/Theatre District,2,1,26.3
East Harlem North,Erasmus,2,1,57.209999999999994
East Village,Long Island City/Queens Plaza,288,1,21.881354166666654
East Williamsburg,Lenox Hill West,17,1,25.84705882352941
Elmhurst/Maspeth,Greenwich Village North,1,1,38.19
Elmhurst/Maspeth,Howard Beach,1,1,28.3
Elmhurst/Maspeth,Roosevelt Island,2,1,21.05
Financial District North,Crotona Park East,2,1,45.925
Financial District South,Woodside,25,1,33.0328
Flushing Meadows-Corona Park,Ridgewood,1,1,26.3
Forest Hills,Williamsburg (North Side),1,1,40.3
Garment District,Midtown South,6337,1,8.483561622218767
Gowanus,Clinton Hill,18,1,12.806111111111111
Gowanus,Windsor Terrace,45,1,12.108
Gramercy,Central Park,817,1,18.67205630354957
Gramercy,Manhattan Valley,447,1,25.555078299776273
Gramercy,Ocean Hill,31,1,31.550322580645165
Greenpoint,Meatpacking/West Village West,10,1,23.750999999999998
Greenwich Village North,Manhattanville,74,1,31.054459459459462
Greenwich Village South,Woodside,109,1,29.14761467889909
Hamilton Heights,Inwood,100,1,16.516600000000004
Highbridge,Borough Park,1,1,65.34
Hillcrest/Pomonok,Greenpoint,2,1,35.525
Hudson Sq,Midtown North,621,1,19.01265700483091
JFK Airport,Central Harlem,1135,1,66.9338237885463
Jackson Heights,Astoria Park,3,1,12.800000000000002
Jackson Heights,Whitestone,7,1,24.157142857142855
Jamaica,Briarwood/Jamaica Hills,20,1,9.618500000000001
Jamaica,Upper West Side North,8,1,67.45625
Kensington,Boerum Hill,18,1,20.306111111111115
Kensington,Brighton Beach,3,1,19.12
Lenox Hill East,Starrett City,1,1,46.3
Lenox Hill East,West Brighton,1,1,101.3
Lenox Hill West,Maspeth,62,1,22.44661290322581
Lincoln Square East,Glendale,2,1,34.55
Lincoln Square East,Midtown South,3195,1,13.847123630672995
Little Italy/NoLiTa,Flatlands,13,1,36.146153846153844
Little Italy/NoLiTa,Washington Heights North,78,1,42.392820512820514
Long Island City/Hunters Point,Bushwick South,34,1,21.356764705882355
Long Island City/Queens Plaza,Hunts Point,1,1,26.84
Long Island City/Queens Plaza,Manhattanville,12,1,28.890000000000004
Lower East Side,Lincoln Square West,423,1,25.57895981087469
Lower East Side,South Jamaica,5,1,47.73
Manhattanville,Woodlawn/Wakefield,2,1,30.55
Midtown Center,Park Slope,510,1,38.009411764705895
Midtown East,Flatlands,24,1,56.058333333333316
Midtown East,Greenwich Village South,2500,1,16.14418800000005
Midtown East,NV,374,1,12.013689839572185
Midtown South,Little Italy/NoLiTa,2469,1,14.111814499797541
Morningside Heights,JFK Airport,327,1,67.07703363914378
Morrisania/Melrose,University Heights/Morris Heights,7,1,11.878571428571428
Mott Haven/Port Morris,Garment District,2,1,24.55
NA,West Chelsea/Hudson Yards,6,1,24.836666666666662
NV,Manhattanville,67,1,12.854776119402985
Newark Airport,Newark Airport,645,1,86.90015503875969
Ocean Hill,Boerum Hill,3,1,21.28333333333333
Penn Station/Madison Sq West,East New York/Pennsylvania Avenue,10,1,44.439
Penn Station/Madison Sq West,New Dorp/Midland Beach,3,1,78.07666666666667
Prospect Heights,Kensington,21,1,15.062857142857142
Prospect Park,Williamsburg (South Side),7,1,19.937142857142856
Prospect-Lefferts Gardens,Red Hook,6,1,18.3
Queensbridge/Ravenswood,Manhattan Valley,2,1,19.55
Queensbridge/Ravenswood,Murray Hill-Queens,1,1,28.3
Rego Park,Steinway,4,1,22.515
Ridgewood,Borough Park,1,1,33.8
Roosevelt Island,Old Astoria,11,1,10.248181818181818
Saint Michaels Cemetery/Woodside,Union Sq,1,1,40.0
Seaport,Glen Oaks,2,1,57.3
South Ozone Park,South Jamaica,7,1,13.871428571428572
South Williamsburg,Flatbush/Ditmas Park,7,1,28.235714285714288
Springfield Gardens North,Penn Station/Madison Sq West,1,1,63.34
Stuy Town/Peter Cooper Village,Co-Op City,1,1,53.15
Stuy Town/Peter Cooper Village,Williamsburg (North Side),47,1,20.10170212765958
Sunnyside,Steinway,281,1,15.041850533807823
Times Sq/Theatre District,Far Rockaway,2,1,72.965
Times Sq/Theatre District,Lenox Hill East,3096,1,14.500100129199025
Times Sq/Theatre District,Williamsbridge/Olinville,18,1,46.248333333333335
Two Bridges/Seward Park,Washington Heights North,20,1,26967.580500000004
UN/Turtle Bay South,College Point,8,1,48.1375
Union Sq,Sheepshead Bay,7,1,63.505714285714284
University Heights/Morris Heights,Van Cortlandt Village,4,1,13.440000000000001
Upper East Side South,Howard Beach,2,1,58.56
Upper West Side North,East Flushing,2,1,45.07
Upper West Side North,East Williamsburg,34,1,39.9014705882353
Upper West Side North,Westchester Village/Unionport,7,1,31.20714285714286
Upper West Side South,Van Cortlandt Village,32,1,34.2003125
Washington Heights South,Seaport,3,1,41.53666666666666
West Chelsea/Hudson Yards,Central Harlem North,312,1,25.963365384615376
West Chelsea/Hudson Yards,Jackson Heights,84,1,35.048095238095236
Williamsburg (South Side),East Harlem North,25,1,33.0852
Williamsburg (South Side),Prospect Heights,63,1,17.423809523809524
Woodside,Gowanus,2,1,34.34
World Trade Center,East Chelsea,1314,1,15.977823439878259
Yorkville West,Bensonhurst West,4,1,58.84
Yorkville West,Manhattanville,254,1,18.132007874015745
Alphabet City,Flatiron,647,1,13.002086553323016
Astoria,Brownsville,1,1,37.8
Astoria,Elmhurst/Maspeth,112,1,13.749910714285718
Baisley Park,Cypress Hills,1,1,35.8
Borough Park,East Harlem North,1,1,46.3
Brooklyn Navy Yard,Downtown Brooklyn/MetroTech,19,1,9.891052631578948
Carroll Gardens,Marine Park/Mill Basin,2,1,25.05
Central Harlem,JFK Airport,174,1,67.31074712643677
Central Harlem,Jamaica,1,1,45.84
Central Harlem,Newark Airport,18,1,106.58666666666666
Central Harlem,Seaport,8,1,31.94125
Central Harlem,Williamsburg (North Side),10,1,38.861000000000004
Chinatown,Co-Op City,2,1,65.79
Clinton East,Clinton East,20300,1,7.949695073891352
Clinton East,Forest Park/Highland Park,1,1,43.56
Clinton East,Maspeth,119,1,27.07512605042017
Clinton Hill,Dyker Heights,4,1,19.8
Clinton West,Claremont/Bathgate,7,1,31.892857142857142
Clinton West,Prospect-Lefferts Gardens,29,1,38.115172413793104
Downtown Brooklyn/MetroTech,Crown Heights North,176,1,17.187670454545458
East Concourse/Concourse Village,East Harlem North,8,1,12.976249999999999
East Elmhurst,Stuy Town/Peter Cooper Village,1,1,38.81
East Flushing,Kew Gardens Hills,1,1,12.3
East New York,Fort Greene,4,1,29.565
East Village,Laurelton,1,1,53.3
East Village,Manhattan Valley,642,1,27.70869158878506
East Williamsburg,Midtown North,17,1,27.828235294117647
Financial District North,Cobble Hill,156,1,16.98916666666667
Financial District North,East Concourse/Concourse Village,6,1,38.458333333333336
Financial District North,East Harlem North,129,1,32.22403100775193
Financial District South,Dyker Heights,16,1,34.521875
Financial District South,Melrose South,3,1,45.053333333333335
Financial District South,Upper East Side North,280,1,30.469964285714273
Flatiron,Madison,11,1,44.35818181818181
Flatiron,Steinway,177,1,32.341638418079086
Flatiron,Upper West Side North,1115,1,20.988905829596444
Forest Hills,Queens Village,4,1,24.855
Forest Hills,Springfield Gardens South,1,1,23.8
Garment District,Washington Heights North,302,1,32.893841059602636
Green-Wood Cemetery,Prospect Park,1,1,13.3
Greenpoint,Greenwich Village North,10,1,23.595
Greenwich Village South,Bellerose,2,1,62.78
Greenwich Village South,Country Club,2,1,50.575
Greenwich Village South,East Flatbush/Farragut,13,1,37.223076923076924
Greenwich Village South,Financial District South,589,1,13.799303904923587
Hammels/Arverne,Brownsville,2,1,43.785
Hudson Sq,Clinton Hill,213,1,21.59981220657277
Hudson Sq,Gramercy,1301,1,13.13897770945427
JFK Airport,Union Sq,2191,1,67.15640346873572
Jamaica,Clinton West,5,1,64.36800000000001
Jamaica,Meatpacking/West Village West,7,1,67.24142857142859
Kensington,Garment District,1,1,36.36
Kew Gardens,Baisley Park,1,1,17.8
Kew Gardens,NV,2,1,45.655
Kew Gardens Hills,Briarwood/Jamaica Hills,1,1,6.95
Kips Bay,Queensboro Hill,4,1,51.0675
Lenox Hill East,Bay Terrace/Fort Totten,2,1,54.59
Lenox Hill East,Prospect Park,6,1,38.44
Lenox Hill East,UN/Turtle Bay South,5259,1,11.54397033656591
Lincoln Square East,TriBeCa/Civic Center,1454,1,22.918672627235264
Lincoln Square East,Woodhaven,14,1,37.332142857142856
Little Italy/NoLiTa,Crown Heights South,106,1,23.534433962264156
Little Italy/NoLiTa,East Tremont,2,1,51.55
Long Island City/Hunters Point,Saint Albans,2,1,40.05
Long Island City/Queens Plaza,Kips Bay,98,1,16.313265306122453
Longwood,Mount Hope,2,1,19.93
Lower East Side,Columbia Street,94,1,20.53212765957447
Manhattan Valley,Randalls Island,2,1,20.57
Meatpacking/West Village West,Bensonhurst West,32,1,42.297812500000006
Meatpacking/West Village West,Bushwick South,158,1,28.77310126582278
Melrose South,Co-Op City,3,1,30.799999999999997
Midtown North,Astoria,1160,1,19.13188793103452
Midtown North,Prospect-Lefferts Gardens,26,1,43.175769230769234
Midtown North,West Concourse,23,1,27.821304347826086
Mott Haven/Port Morris,Old Astoria,4,1,21.965
Mount Hope,West Concourse,9,1,9.334444444444445
Ocean Hill,Bushwick South,9,1,10.64
Penn Station/Madison Sq West,Hudson Sq,2137,1,12.710430510060867
Prospect Park,Central Park,1,1,34.8
Prospect Park,South Ozone Park,1,1,39.8
Prospect Park,West Village,1,1,45.35
Prospect-Lefferts Gardens,Brownsville,13,1,14.425384615384617
Prospect-Lefferts Gardens,Prospect-Lefferts Gardens,192,1,8.035260416666668
Queensbridge/Ravenswood,Union Sq,34,1,21.89558823529412
Roosevelt Island,Penn Station/Madison Sq West,4,1,22.89
Saint Michaels Cemetery/Woodside,Stuy Town/Peter Cooper Village,1,1,37.25
Seaport,Washington Heights South,28,1,42.24785714285714
Sheepshead Bay,Gravesend,1,1,13.8
SoHo,Stuyvesant Heights,137,1,25.419270072992706
SoHo,Upper West Side South,492,1,24.70565040650406
South Ozone Park,Yorkville East,2,1,72.69999999999999
South Williamsburg,Ocean Parkway South,1,1,32.3
Springfield Gardens South,Manhattan Valley,2,1,64.59
Springfield Gardens South,Union Sq,2,1,66.42500000000001
Spuyten Duyvil/Kingsbridge,NA,6,1,17.791666666666668
Stuy Town/Peter Cooper Village,Grymes Hill/Clifton,1,1,63.88
Stuy Town/Peter Cooper Village,Upper East Side North,277,1,19.996028880866422
